web-scraper-order,web-scraper-start-url,link_toko,link_toko-href,nama_toko,Jml_produk,chat,follower,rating_toko,bergabung,alamat_toko,link_produk,link_produk-href,nama_produk,promo_produk,terjual,gratis_ongkir,favorit
1669356026-42,https://shopee.co.id/mall/brands/11042849,willklondon,https://shopee.co.id/willklondon,WILL K LONDON,193,78% (Hitungan Jam),"18,6RB","4.8 (1,6RB Penilaian)",5 Tahun Lalu,,WILL-K LONDON T-shirt Contemporary Work Wear Sage GreenCashback 11%Rp189.90050,https://shopee.co.id/WILL-K-LONDON-T-shirt-Contemporary-Work-Wear-Sage-Green-i.57319952.9653584802?sp_atk=5236b832-359a-429e-a6ab-fd36ad4c542c&xptdk=5236b832-359a-429e-a6ab-fd36ad4c542c,WILL-K LONDON T-shirt Contemporary Work Wear Sage Green,Cashback 11%,50,,Favorit (103)
1669356026-43,https://shopee.co.id/mall/brands/11042849,whstlofficial,https://shopee.co.id/whstlofficial,WHSTL. Official Shop,971,92% (Hitungan Jam),"55,9RB","4.8 (16,5RB Penilaian)",5 Tahun Lalu,,"WHSTL. Topi 5 Panel Pria - Clone Series (5 Pilihan Warna)Diskon Rp5RBRp68.091 - Rp72.000Rp159.5004,8RB",https://shopee.co.id/WHSTL.-Topi-5-Panel-Pria-Clone-Series-(5-Pilihan-Warna)-i.58359064.5832274561?sp_atk=6817021b-5b5c-48c0-b47d-d36e5c1c5b4e&xptdk=6817021b-5b5c-48c0-b47d-d36e5c1c5b4e,WHSTL. Topi 5 Panel Pria - Clone Series (5 Pilihan Warna),Diskon Rp5RB,"4,8RB", min. belanja Rp20.000,"Favorit (2,4RB)"
1669356026-44,https://shopee.co.id/mall/brands/11042849,wahgedebanget,https://shopee.co.id/wahgedebanget,WGB Official Shop,294,69% (Hitungan Jam),"11,3RB","4.9 (6,5RB Penilaian)",6 Tahun Lalu,,"Masker+ PRO BIG SIZE Bahan 3 Lapis Non Medis Tebal Earloop Korea Anti Virus WGBRp34.9002,1RB",https://shopee.co.id/Masker-PRO-BIG-SIZE-Bahan-3-Lapis-Non-Medis-Tebal-Earloop-Korea-Anti-Virus-WGB-i.6308095.6654182982?sp_atk=16536f9a-d9a9-4307-83f9-e234dcb1a946&xptdk=16536f9a-d9a9-4307-83f9-e234dcb1a946,Masker+ PRO BIG SIZE Bahan 3 Lapis Non Medis Tebal Earloop Korea Anti Virus WGB,,"2,1RB",,Favorit (286)
1669356026-45,https://shopee.co.id/mall/brands/11042849,welldone.store,https://shopee.co.id/welldone.store,Welldone Official Shop,275,82% (Hitungan Jam),"182,7RB",4.8 (82RB Penilaian),4 Tahun Lalu,,Welldone Hoodie - Hoodie Fantastic BlackDiskon Rp5RBRp349.000Rp239.9503RB,https://shopee.co.id/Welldone-Hoodie-Hoodie-Fantastic-Black-i.96896363.6131859864?sp_atk=b9406fe3-8daa-4e39-9288-e6797d0480b9&xptdk=b9406fe3-8daa-4e39-9288-e6797d0480b9,Welldone Hoodie - Hoodie Fantastic Black,Diskon Rp5RB,3RB, min. belanja Rp20.000,"Favorit (6,8RB)"
1669356026-46,https://shopee.co.id/mall/brands/11042849,wellborncompany,https://shopee.co.id/wellborncompany,Wellborn Official Shop,344,97% (Hitungan Jam),"383,7RB","4.8 (173,9RB Penilaian)",34 Bulan Lalu,,"Wellborn Polo Two Tone Shirt CollectionRp265.0002,3RB",https://shopee.co.id/Wellborn-Polo-Two-Tone-Shirt-Collection-i.218995246.9819735704?sp_atk=dd39953d-41eb-4d20-88be-f420e985ea97&xptdk=dd39953d-41eb-4d20-88be-f420e985ea97,Wellborn Polo Two Tone Shirt Collection,,"2,3RB",,"Favorit (2,9RB)"
1669356027-47,https://shopee.co.id/mall/brands/11042849,wearware.id,https://shopee.co.id/wearware.id,Wear Ware Official Shop,31,100% (Hitungan Jam),"1,3RB","4.9 (1,4RB Penilaian)",5 Tahun Lalu,,WEAR WARE - T Shirt Wanita - Bamboo Cotton V Neck WB003Rp80.000Rp75.000538,https://shopee.co.id/WEAR-WARE-T-Shirt-Wanita-Bamboo-Cotton-V-Neck-WB003-i.45175550.2946904401?sp_atk=b67300c9-96e1-4997-842b-a73def215ee6&xptdk=b67300c9-96e1-4997-842b-a73def215ee6,WEAR WARE - T Shirt Wanita - Bamboo Cotton V Neck WB003,,538,,Favorit (1RB)
1669356027-48,https://shopee.co.id/mall/brands/11042849,watchout.casual.jeans,https://shopee.co.id/watchout.casual.jeans,Watchout Official Shop,457,99% (Hitungan Jam),"20,2RB","4.9 (8,7RB Penilaian)",32 Bulan Lalu,,Watchout Short Sleeve Koko - JS8007401Rp439.900159,https://shopee.co.id/Watchout-Short-Sleeve-Koko-JS8007401-i.243163767.6558577471?sp_atk=1f7626f2-f275-4c93-ab0f-32d629fdbd41&xptdk=1f7626f2-f275-4c93-ab0f-32d629fdbd41,Watchout Short Sleeve Koko - JS8007401,,159,,Favorit (138)
1669356027-49,https://shopee.co.id/mall/brands/11042849,wassup_wsp,https://shopee.co.id/wassup_wsp,Wassup WSP Official Shop,136,100% (Hitungan Menit),"4,5RB","4.8 (4,5RB Penilaian)",18 Bulan Lalu,,【BPOM】WASSUP BIOAQUA Essence Mask 10x the effect Whitening Moisturizing SKIN CARE Sleeping MASKER wajah Sheet MASK 25g/28ml Buy 7pcs get Rp1900 offRp3.699 - Rp4.099Rp165.00010RB+,https://shopee.co.id/%E3%80%90BPOM%E3%80%91WASSUP-BIOAQUA-Essence-Mask-10x-the-effect-Whitening-Moisturizing-SKIN-CARE-Sleeping-MASKER-wajah-Sheet-MASK-25g-28ml-Buy-7pcs-get-Rp1900-off-i.456602822.17125030498?sp_atk=c11af4dc-d673-484d-a5b0-e6d21a0bfb9d&xptdk=c11af4dc-d673-484d-a5b0-e6d21a0bfb9d,【BPOM】WASSUP BIOAQUA Essence Mask 10x the effect Whitening Moisturizing SKIN CARE Sleeping MASKER wajah Sheet MASK 25g/28ml Buy 7pcs get Rp1900 off,,10RB+, min. belanja Rp40.000,"Favorit (2,4RB)"
1669356027-50,https://shopee.co.id/mall/brands/11042849,batikwaskito,https://shopee.co.id/batikwaskito,Waskito Official Shop,291,95% (Hitungan Jam),"12,2RB",4.9 (2RB Penilaian),3 Tahun Lalu,,Masker Batik Katun murah (random)Rp3.000370,https://shopee.co.id/Masker-Batik-Katun-murah-(random)-i.173440985.13128151389?sp_atk=18d5c7f2-6668-49e4-bdd4-5533822f9012&xptdk=18d5c7f2-6668-49e4-bdd4-5533822f9012,Masker Batik Katun murah (random),,370,,Favorit (46)
1669356027-51,https://shopee.co.id/mall/brands/11042849,warningclothing,https://shopee.co.id/warningclothing,Warning Clothing Official Shop,366,82% (Hitungan Jam),"14,7RB","4.8 (6,5RB Penilaian)",34 Bulan Lalu,,Warning Praise 1 Polo CapRp149.000Rp40.800335,https://shopee.co.id/Warning-Praise-1-Polo-Cap-i.223114590.5740497020?sp_atk=58970cd9-1173-4a67-944c-87a40b89b498&xptdk=58970cd9-1173-4a67-944c-87a40b89b498,Warning Praise 1 Polo Cap,,335,tersisa 22 buah,Favorit (342)
1669356028-52,https://shopee.co.id/mall/brands/11042849,wardkick_official_shop,https://shopee.co.id/wardkick_official_shop,WARDKICK Official Shop,53,74% (Hitungan Jam),"5,1RB",4.8 (652 Penilaian),4 Tahun Lalu,,"WARDKICK Sweater Crewneck black white MetalRp350.0001,5RB",https://shopee.co.id/WARDKICK-Sweater-Crewneck-black-white-Metal-i.145609753.11809220219?sp_atk=994450ec-9172-4c24-bae8-79d3132b82de&xptdk=994450ec-9172-4c24-bae8-79d3132b82de,WARDKICK Sweater Crewneck black white Metal,,"1,5RB",,Favorit (18)
1669356028-53,https://shopee.co.id/mall/brands/11042849,walrusfashion,https://shopee.co.id/walrusfashion,Walrus Indonesia Official Shop,92,97% (Hitungan Jam),"13,9RB","4.9 (13,7RB Penilaian)",4 Tahun Lalu,,Walrus Kaos Polo Basic (Polos) Putih T1021501Diskon Rp5RBRp269.900Rp99.900165,https://shopee.co.id/Walrus-Kaos-Polo-Basic-(Polos)-Putih-T1021501-i.89671317.6213714446?sp_atk=11b70cde-6349-413b-921a-5b66a5351579&xptdk=11b70cde-6349-413b-921a-5b66a5351579,Walrus Kaos Polo Basic (Polos) Putih T1021501,Diskon Rp5RB,165, min. belanja Rp20.000,Favorit (62)
1669356028-54,https://shopee.co.id/mall/brands/11042849,walkoutclothing,https://shopee.co.id/walkoutclothing,Walkout Official Shop,79,88% (Hitungan Menit),20RB,4.8 (606 Penilaian),5 Tahun Lalu,,"Walkout Wallet Bio BrownDiskon 50%Pilih 2, diskon Rp5.000Rp160.000141",https://shopee.co.id/Walkout-Wallet-Bio-Brown-i.68131673.6041062824?sp_atk=0b4e7e84-d4b4-4665-b393-07b635376d74&xptdk=0b4e7e84-d4b4-4665-b393-07b635376d74,Walkout Wallet Bio Brown,Diskon 50%,141,,Favorit (236)
1669356028-55,https://shopee.co.id/mall/brands/11042849,wadezigstore,https://shopee.co.id/wadezigstore,WADEZIG! Official Shop,"1,3RB",78% (Hitungan Jam),"93,5RB","4.8 (11,1RB Penilaian)",4 Tahun Lalu,,WADEZIG! Tshirt - Jerusalem Black On Black #3Diskon 25%Murah LebayRp135.000288,https://shopee.co.id/WADEZIG!-Tshirt-Jerusalem-Black-On-Black-3-i.118297438.10730160310?sp_atk=1f0c88bd-3584-4f9a-9b70-332011076260&xptdk=1f0c88bd-3584-4f9a-9b70-332011076260,WADEZIG! Tshirt - Jerusalem Black On Black #3,Diskon 25%,288, min. belanja Rp20.000,Favorit (268)
1669356103-56,https://shopee.co.id/mall/brands/11042849,vslss.official,https://shopee.co.id/vslss.official,VSLSS Official Shop,135,96% (Hitungan Menit),"1,5RB",4.9 (118 Penilaian),4 Tahun Lalu,,Vslss - Hoodie - Establert - BlackDiskon Rp20RBRp359.000Rp107.700,https://shopee.co.id/Vslss-Hoodie-Establert-Black-i.74213140.3183746429?sp_atk=3d85b22b-6866-4734-a59e-4ed5890a2e63&xptdk=3d85b22b-6866-4734-a59e-4ed5890a2e63,Vslss - Hoodie - Establert - Black,Diskon Rp20RB,, min. belanja Rp20.000,Favorit (2)
1669356104-57,https://shopee.co.id/mall/brands/11042849,vreedomofficial,https://shopee.co.id/vreedomofficial,Vreedom Official Shop,38,82% (Hitungan Menit),"2,2RB",4.9 (436 Penilaian),13 Bulan Lalu,,VREEDOM Hermit Oversized T-shirt BlackDiskon 5%Rp249.000117,https://shopee.co.id/VREEDOM-Hermit-Oversized-T-shirt-Black-i.572294517.15017849452?sp_atk=4304f7fd-49f7-48e0-bc04-75f14d268e2d&xptdk=4304f7fd-49f7-48e0-bc04-75f14d268e2d,VREEDOM Hermit Oversized T-shirt Black,Diskon 5%,117, min. belanja Rp300.000,Favorit (303)
1669356104-58,https://shopee.co.id/mall/brands/11042849,voordurend,https://shopee.co.id/voordurend,Voordurend Love Official Shop,239,88% (Hitungan Jam),"12,1RB","4.8 (3,2RB Penilaian)",4 Tahun Lalu,,Voordurend Love - Mackas Icon Laxtee - Unisex - Black – Tshirt – Relaxed Fit – Cotton Combed 20sCashback 1%Rp199.000Rp159.99973,https://shopee.co.id/Voordurend-Love-Mackas-Icon-Laxtee-Unisex-Black-%E2%80%93-Tshirt-%E2%80%93-Relaxed-Fit-%E2%80%93-Cotton-Combed-20s-i.119754295.4779971818?sp_atk=4d6d4931-303b-4d36-af62-43e4f01098d6&xptdk=4d6d4931-303b-4d36-af62-43e4f01098d6,Voordurend Love - Mackas Icon Laxtee - Unisex - Black – Tshirt – Relaxed Fit – Cotton Combed 20s,Cashback 1%,73, min. belanja Rp20.000,Favorit (31)
1669356104-59,https://shopee.co.id/mall/brands/11042849,vondutchofficial,https://shopee.co.id/vondutchofficial,Von Dutch Official Shop,434,43% (Hitungan Jam),"30,6RB","4.9 (17,1RB Penilaian)",33 Bulan Lalu,,Vondutch / Kaos / Tshirt / baju 0330BLRp359.000312,https://shopee.co.id/Vondutch-Kaos-Tshirt-baju-0330BL-i.228625083.4342106284?sp_atk=2130cb8f-215e-4001-8671-c53b8b98d440&xptdk=2130cb8f-215e-4001-8671-c53b8b98d440,Vondutch / Kaos / Tshirt / baju 0330BL,,312,,Favorit (564)
1669356104-60,https://shopee.co.id/mall/brands/11042849,volkvog,https://shopee.co.id/volkvog,VOLKVOG JEANS Official Shop,306,98% (Hitungan Menit),"37,5RB","4.9 (7,7RB Penilaian)",4 Tahun Lalu,,Volkvog Jeans Chino Panjang Genova SlimfitRp350.000Rp139.9991RB,https://shopee.co.id/Volkvog-Jeans-Chino-Panjang-Genova-Slimfit-i.78022274.1336544032?sp_atk=bf5b941f-b9e1-4204-b4a8-ae8fd87dd4b4&xptdk=bf5b941f-b9e1-4204-b4a8-ae8fd87dd4b4,Volkvog Jeans Chino Panjang Genova Slimfit,,1RB,,"Favorit (1,1RB)"
1669356104-61,https://shopee.co.id/mall/brands/11042849,volcomofficial,https://shopee.co.id/volcomofficial,VOLCOM Official Shop,619,100% (Hitungan Menit),"42,9RB","4.9 (18,5RB Penilaian)",26 Bulan Lalu,,VOLCOM - GSB CHILLIN WAISTBAG BLKRp525.000149,https://shopee.co.id/VOLCOM-GSB-CHILLIN-WAISTBAG-BLK-i.315833408.6684168805?sp_atk=daf2a66e-fdbb-42a7-8857-302ff85f8260&xptdk=daf2a66e-fdbb-42a7-8857-302ff85f8260,VOLCOM - GSB CHILLIN WAISTBAG BLK,,149,tersisa 5 buah,Favorit (487)
1669356104-62,https://shopee.co.id/mall/brands/11042849,vnoise,https://shopee.co.id/vnoise,VNOISE OFFICIAL SHOP,38,76% (Hitungan Jam),"1,2RB",4.6 (385 Penilaian),5 Bulan Lalu,,VNOISE - Celana Jogger Pria Trendy Korean StyleRp62.605 - Rp66.500Rp251.300671,https://shopee.co.id/VNOISE-Celana-Jogger-Pria-Trendy-Korean-Style-i.804116510.21816706231?sp_atk=e0452f03-44af-48a9-acd4-e90af1639b84&xptdk=e0452f03-44af-48a9-acd4-e90af1639b84,VNOISE - Celana Jogger Pria Trendy Korean Style,,671, min. belanja Rp300.000,"Favorit (1,4RB)"
1669356105-63,https://shopee.co.id/mall/brands/11042849,vni.id,https://shopee.co.id/vni.id,VNI.ID Official Shop,64,100% (Hitungan Jam),"63,1RB","4.7 (48,8RB Penilaian)",20 Bulan Lalu,,"VNI.ID Basic Sweater Polos New York 199X Pria & Wanita SIZE M-XXLDiskon Rp500Rp39.800 - Rp56.6949,5RB",https://shopee.co.id/VNI.ID-Basic-Sweater-Polos-New-York-199X-Pria-Wanita-SIZE-M-XXL-i.404771892.6182446887?sp_atk=ab49db5c-d37d-4f33-9e54-6fc572ef739d&xptdk=ab49db5c-d37d-4f33-9e54-6fc572ef739d,VNI.ID Basic Sweater Polos New York 199X Pria & Wanita SIZE M-XXL,Diskon Rp500,"9,5RB", min. belanja Rp20.000,"Favorit (5,9RB)"
1669356105-64,https://shopee.co.id/mall/brands/11042849,vitlexsofficial,https://shopee.co.id/vitlexsofficial,Vitlexs Official Shop,61,44% (Hitungan Jam),"9,4RB","4.7 (1,8RB Penilaian)",26 Bulan Lalu,,"Vitlexs Sandal Pria Slip On Art Font VitlexsDiskon Rp20RBPilih 2, diskon 5%Rp200.000Rp199.50023",https://shopee.co.id/Vitlexs-Sandal-Pria-Slip-On-Art-Font-Vitlexs-i.312777406.11623187022?sp_atk=103cc8aa-589c-4440-93bb-ae158135cfb2&xptdk=103cc8aa-589c-4440-93bb-ae158135cfb2,Vitlexs Sandal Pria Slip On Art Font Vitlexs,Diskon Rp20RB,23,,Favorit (25)
1669356105-65,https://shopee.co.id/mall/brands/11042849,vishbyntl,https://shopee.co.id/vishbyntl,Vish by Nevertoolavish,101,52% (Hitungan Jam),17%,8RB,"4.9 (1,2RB Penilaian)",,Vish - (Ready Stock) Ventela x Nevertoolavish: H13 Noir HighRp469.800111,https://shopee.co.id/Vish-(Ready-Stock)-Ventela-x-Nevertoolavish-H13-Noir-High-i.218254552.7149898391?sp_atk=cb445461-b13d-42b3-8f54-4eb55c6a3c73&xptdk=cb445461-b13d-42b3-8f54-4eb55c6a3c73,Vish - (Ready Stock) Ventela x Nevertoolavish: H13 Noir High,,111,,Favorit (712)
1669356105-66,https://shopee.co.id/mall/brands/11042849,visbar.id,https://shopee.co.id/visbar.id,Visbar Official Shop,171,92% (Hitungan Jam),"72,3RB","4.9 (17,9RB Penilaian)",3 Tahun Lalu,,"Visbar TShirt T13 - MermaidDiskon Rp1RBPilih 3, bayar Rp250.000Rp169.000Rp367.0001,6RB",https://shopee.co.id/Visbar-TShirt-T13-Mermaid-i.166044163.5616761704?sp_atk=d912a11e-48db-42a5-9b5b-a68f4eb3d3ed&xptdk=d912a11e-48db-42a5-9b5b-a68f4eb3d3ed,Visbar TShirt T13 - Mermaid,Diskon Rp1RB,"1,6RB",,"Favorit (1,3RB)"
1669356105-67,https://shopee.co.id/mall/brands/11042849,vibesapparel_,https://shopee.co.id/vibesapparel_,VIBES APPAREL Official Shop,221,95% (Hitungan Jam),"31,1RB",4.8 (9RB Penilaian),4 Tahun Lalu,,"VIBES APPAREL | Wirepeace | Coach JacketDiskon 20%Murah LebayRp350.0001,2RB",https://shopee.co.id/VIBES-APPAREL-Wirepeace-Coach-Jacket-i.106062905.6765038927?sp_atk=25ce2ba1-bae5-492d-86cf-59471b1bb5df&xptdk=25ce2ba1-bae5-492d-86cf-59471b1bb5df,VIBES APPAREL | Wirepeace | Coach Jacket,Diskon 20%,"1,2RB", min. belanja Rp20.000,"Favorit (1,4RB)"
1669356106-68,https://shopee.co.id/mall/brands/11042849,vibesapparel_,https://shopee.co.id/vibesapparel_,VIBES APPAREL Official Shop,221,95% (Hitungan Jam),"31,1RB",4.8 (9RB Penilaian),4 Tahun Lalu,,"VIBES APPAREL | Wirepeace | Coach JacketDiskon 20%Murah LebayRp350.0001,2RB",https://shopee.co.id/VIBES-APPAREL-Wirepeace-Coach-Jacket-i.106062905.6765038927?sp_atk=535a7bdf-c78d-43f5-9d71-a3a59e997777&xptdk=535a7bdf-c78d-43f5-9d71-a3a59e997777,VIBES APPAREL | Wirepeace | Coach Jacket,Diskon 20%,"1,2RB", min. belanja Rp20.000,"Favorit (1,4RB)"
1669356106-69,https://shopee.co.id/mall/brands/11042849,vibesapparel_,https://shopee.co.id/vibesapparel_,VIBES APPAREL Official Shop,221,95% (Hitungan Jam),"31,1RB",4.8 (9RB Penilaian),4 Tahun Lalu,,"VIBES APPAREL | Wirepeace | Coach JacketDiskon 20%Murah LebayRp350.0001,2RB",https://shopee.co.id/VIBES-APPAREL-Wirepeace-Coach-Jacket-i.106062905.6765038927?sp_atk=6567e055-6b0f-4743-a841-24e5a01d46fa&xptdk=6567e055-6b0f-4743-a841-24e5a01d46fa,VIBES APPAREL | Wirepeace | Coach Jacket,Diskon 20%,"1,2RB", min. belanja Rp20.000,"Favorit (1,4RB)"
1669356106-70,https://shopee.co.id/mall/brands/11042849,viallimilano,https://shopee.co.id/viallimilano,Vialli Milano Official Shop,259,59% (Hitungan Jam),"1,8RB","4.9 (1,5RB Penilaian)",27 Bulan Lalu,,Danatella Polo Stripe Shirt Wanita lengan pendekRp229.000156,https://shopee.co.id/Danatella-Polo-Stripe-Shirt-Wanita-lengan-pendek-i.298649135.8811076206?sp_atk=927caa47-1a98-46a4-bcc3-d3ebd97d7fec&xptdk=927caa47-1a98-46a4-bcc3-d3ebd97d7fec,Danatella Polo Stripe Shirt Wanita lengan pendek,,156,,Favorit (100)
1669356106-71,https://shopee.co.id/mall/brands/11042849,verticalgoods,https://shopee.co.id/verticalgoods,Verticalgoods Official Shop,172,97% (Hitungan Jam),"41,4RB","4.8 (15,5RB Penilaian)",5 Tahun Lalu,,Verticalgoods | T-shirt Oversize | Kaos CURE BeigeRp200.000818,https://shopee.co.id/Verticalgoods-T-shirt-Oversize-Kaos-CURE-Beige-i.42407758.13435141260?sp_atk=bd017027-dd12-42d9-81c6-6a321e5c6ae6&xptdk=bd017027-dd12-42d9-81c6-6a321e5c6ae6,Verticalgoods | T-shirt Oversize | Kaos CURE Beige,,818,,"Favorit (3,8RB)"
1669356106-72,https://shopee.co.id/mall/brands/11042849,verkoop.store,https://shopee.co.id/verkoop.store,Verkoop Official Shop,55,55% (Hitungan Jam),2RB,4.9 (2RB Penilaian),9 Bulan Lalu,,Rp120.00035,https://shopee.co.id/Verkoop-Long-Sleeve-Tshirt-Army-i.698748973.20458886939?sp_atk=4c71208b-c6a4-4ed4-85fa-62bd67f1918b&xptdk=4c71208b-c6a4-4ed4-85fa-62bd67f1918b,,,35, min. belanja Rp300.000,Favorit (9)
1669356107-73,https://shopee.co.id/mall/brands/11042849,vercline,https://shopee.co.id/vercline,VERCLINE Official Shop,34,25% (Hitungan Jam),"1,9RB",4.8 (239 Penilaian),4 Tahun Lalu,,Vercline Oversized T-Shirt DOBIERp425.000,https://shopee.co.id/Vercline-Oversized-T-Shirt-DOBIE-i.92018159.19057695179?sp_atk=db4fffa2-ca84-470a-873b-667394bd601b&xptdk=db4fffa2-ca84-470a-873b-667394bd601b,Vercline Oversized T-Shirt DOBIE,,,,Favorit (1)
1669356107-74,https://shopee.co.id/mall/brands/11042849,vengoz,https://shopee.co.id/vengoz,Vengoz Official Shop,251,74% (Hitungan Jam),"126,8RB","4.8 (57,8RB Penilaian)",5 Tahun Lalu,,"VENGOZ Kemeja Pria - Adya Casual ShirtDiskon 50%Pilih 2, diskon 3%Rp359.0002,7RB",https://shopee.co.id/VENGOZ-Kemeja-Pria-Adya-Casual-Shirt-i.58259176.9618220973?sp_atk=3afe7e7f-3a33-42ef-b79d-26ce5d30a5a3&xptdk=3afe7e7f-3a33-42ef-b79d-26ce5d30a5a3,VENGOZ Kemeja Pria - Adya Casual Shirt,Diskon 50%,"2,7RB",,"Favorit (4,3RB)"
1669356107-75,https://shopee.co.id/mall/brands/11042849,veljko.official,https://shopee.co.id/veljko.official,Veljko Official Shop,283,97% (Hitungan Jam),"57,6RB","4.8 (26,6RB Penilaian)",34 Bulan Lalu,,"Veljko T-shirt Larva BlackDiskon Rp2,5RBRp135.0001,9RB",https://shopee.co.id/Veljko-T-shirt-Larva-Black-i.219487388.3929010782?sp_atk=7ed23974-2404-4ec6-98ef-cd407424f0be&xptdk=7ed23974-2404-4ec6-98ef-cd407424f0be,Veljko T-shirt Larva Black,"Diskon Rp2,5RB","1,9RB", min. belanja Rp20.000,"Favorit (1,1RB)"
1669356107-76,https://shopee.co.id/mall/brands/11042849,vearst,https://shopee.co.id/vearst,Vearst Official Shop,403,88% (Hitungan Jam),48RB,"4.8 (15,7RB Penilaian)",34 Bulan Lalu,,Vearst Work Pants Sable 540 Cut BlackDiskon Rp5RBRp439.000Rp126.750709,https://shopee.co.id/Vearst-Work-Pants-Sable-540-Cut-Black-i.224781834.6278574673?sp_atk=71495cc0-a6ad-43db-bad7-5a8dea84dfa5&xptdk=71495cc0-a6ad-43db-bad7-5a8dea84dfa5,Vearst Work Pants Sable 540 Cut Black,Diskon Rp5RB,709, min. belanja Rp20.000,Favorit (922)
1669356108-77,https://shopee.co.id/mall/brands/11042849,vcrl.id,https://shopee.co.id/vcrl.id,VCRL Official Shop,53,89% (Hitungan Jam),"2,6RB","4.6 (5,1RB Penilaian)",29 Bulan Lalu,,VCRL Sweater Pria Sablon Polos Basic Bahan Cotton Flece OriginalDiskon 50%Rp75.000 - Rp150.00010RB+,https://shopee.co.id/VCRL-Sweater-Pria-Sablon-Polos-Basic-Bahan-Cotton-Flece-Original-i.282506205.8515037788?sp_atk=31a3f86b-6509-4abd-85b3-9c0351da7885&xptdk=31a3f86b-6509-4abd-85b3-9c0351da7885,VCRL Sweater Pria Sablon Polos Basic Bahan Cotton Flece Original,Diskon 50%,10RB+, min. belanja Rp300.000,Favorit (393)
1669356108-78,https://shopee.co.id/mall/brands/11042849,varialapparel.co,https://shopee.co.id/varialapparel.co,VARIAL OFFICIAL SHOP,242,95% (Hitungan Jam),"11,9RB","4.8 (2,4RB Penilaian)",4 Tahun Lalu,,JAKET JEANS PRIA / TRUCKER JEANS / STONEWASH /DENIM / V TRD CONS MEDICINE BLUEDiskon Rp20RBRp430.000Rp149.50091,https://shopee.co.id/JAKET-JEANS-PRIA-TRUCKER-JEANS-STONEWASH-DENIM-V-TRD-CONS-MEDICINE-BLUE-i.105948078.6487864075?sp_atk=4f74449a-5140-412e-9967-03ad21a71bea&xptdk=4f74449a-5140-412e-9967-03ad21a71bea,JAKET JEANS PRIA / TRUCKER JEANS / STONEWASH /DENIM / V TRD CONS MEDICINE BLUE,Diskon Rp20RB,91, min. belanja Rp300.000,Favorit (356)
1669356108-79,https://shopee.co.id/mall/brands/11042849,vampiredeadandrevenge,https://shopee.co.id/vampiredeadandrevenge,Vampire Dead And Revenge Official Shop,584,99% (Hitungan Jam),58RB,"4.8 (21,2RB Penilaian)",33 Bulan Lalu,,"Vampire Kingdom T-shirt Short Sleeve | Gorgeo | BlackDiskon Rp2,5RBPilih 2, diskon Rp3.000Rp169.0001,1RB",https://shopee.co.id/Vampire-Kingdom-T-shirt-Short-Sleeve-Gorgeo-Black-i.229008774.13814294907?sp_atk=05b6bef7-5594-4c2c-b12e-384830ca4450&xptdk=05b6bef7-5594-4c2c-b12e-384830ca4450,Vampire Kingdom T-shirt Short Sleeve | Gorgeo | Black,"Diskon Rp2,5RB","1,1RB",,Favorit (625)
1669356140-80,https://shopee.co.id/mall/brands/11042849,urbaininc,https://shopee.co.id/urbaininc,Urbain Inc Official Shop,103,56% (Hitungan Jam),"77,8RB","4.8 (16,7RB Penilaian)",3 Tahun Lalu,,Urbain Beanie/Kupluk Wool Hitam LogoRp100.000Rp55.000864,https://shopee.co.id/Urbain-Beanie-Kupluk-Wool-Hitam-Logo-i.155156587.4563253173?sp_atk=a1adb67b-9ba5-47a4-898b-955ba060d4e6&xptdk=a1adb67b-9ba5-47a4-898b-955ba060d4e6,Urbain Beanie/Kupluk Wool Hitam Logo,,864,,Favorit (701)
1669356140-81,https://shopee.co.id/mall/brands/11042849,uprisedenim,https://shopee.co.id/uprisedenim,Uprise Official Shop,89,97% (Hitungan Jam),"80,9RB","4.9 (7,2RB Penilaian)",33 Bulan Lalu,,"UPRISE Oversize Polo Black , White , GrayDiskon Rp15RBRp179.000103",https://shopee.co.id/UPRISE-Oversize-Polo-Black-White-Gray-i.231103920.8498349348?sp_atk=fc1983c2-349f-41f8-89ef-3e3a6bf83ae1&xptdk=fc1983c2-349f-41f8-89ef-3e3a6bf83ae1,"UPRISE Oversize Polo Black , White , Gray",Diskon Rp15RB,103, min. belanja Rp300.000,Favorit (201)
1669356141-82,https://shopee.co.id/mall/brands/11042849,unxplndmarket,https://shopee.co.id/unxplndmarket,Unxplnd Official Shop,159,78% (Hitungan Jam),"24,8RB","4.9 (5,5RB Penilaian)",25 Bulan Lalu,,"Unxplnd | Beanie | Basic OG WovenRp95.0001,1RB",https://shopee.co.id/Unxplnd-Beanie-Basic-OG-Woven-i.325670631.9348232420?sp_atk=cea29de4-fd6c-4dd3-835d-da2dfa96fcc2&xptdk=cea29de4-fd6c-4dd3-835d-da2dfa96fcc2,Unxplnd | Beanie | Basic OG Woven,,"1,1RB",,Favorit (472)
1669356141-83,https://shopee.co.id/mall/brands/11042849,untckd_official,https://shopee.co.id/untckd_official,UNTCKD Official Shop,488,79% (Hitungan Jam),"97,2RB","4.8 (18,6RB Penilaian)",7 Tahun Lalu,,UNTCKD Quill FannypackRp150.000228,https://shopee.co.id/UNTCKD-Quill-Fannypack-i.1304055.3414141404?sp_atk=2ce00c3f-09ba-48a8-8991-e90203d1aeb1&xptdk=2ce00c3f-09ba-48a8-8991-e90203d1aeb1,UNTCKD Quill Fannypack,,228,,Favorit (255)
